timestamp,state,mem_available_mib,swap_free_mib,swap_total_mib,carla_pid,carla_rss_mib,carla_anon_mib,carla_file_mib,carla_shmem_mib,gpu_used_mib,gpu_total_mib,gpu_utilization_pct
1784969078.8943086,ok,23997,318,2047,24612,3231,2778,452,0,4247,8188,29
1784969079.9384282,ok,24000,318,2047,24612,3239,2786,453,0,4472,8188,49
1784969080.9876099,ok,24006,318,2047,24612,3240,2786,453,0,3952,8188,22
1784969082.0437076,ok,23996,318,2047,24612,3241,2786,454,0,4126,8188,31
1784969083.1035986,ok,24058,318,2047,24612,3240,2786,453,0,4431,8188,32
1784969084.1444933,ok,24050,318,2047,24612,3240,2786,453,0,3939,8188,31
1784969085.1866097,ok,24060,318,2047,24612,3247,2793,453,0,3965,8188,25
1784969086.237661,ok,24071,318,2047,24612,3247,2793,453,0,4464,8188,24
1784969087.2880628,ok,24075,318,2047,24612,3246,2793,452,0,3944,8188,30
1784969088.3317592,ok,24074,318,2047,24612,3247,2793,453,0,3990,8188,32
1784969089.3838007,ok,24075,318,2047,24612,3246,2793,452,0,3951,8188,34
1784969090.4301054,ok,24071,318,2047,24612,3247,2793,453,0,3975,8188,37
1784969091.471261,ok,24077,318,2047,24612,3248,2793,454,0,4412,8188,38
1784969092.517605,ok,24080,318,2047,24612,3247,2793,453,0,3967,8188,23
1784969093.5635538,ok,24085,318,2047,24612,3247,2793,453,0,4148,8188,31
1784969094.6137733,ok,24061,318,2047,24612,3247,2793,453,0,3973,8188,30
1784969095.6571453,ok,24106,318,2047,24612,3191,2737,453,0,4139,8188,20
1784969096.7006319,ok,24092,318,2047,24612,3190,2737,452,0,3965,8188,21
1784969097.7512648,ok,24122,318,2047,24612,3196,2742,453,0,4129,8188,31
1784969098.8046777,ok,24122,318,2047,24612,3195,2742,452,0,3949,8188,57
1784969099.8520992,ok,24113,318,2047,24612,3197,2743,453,0,3965,8188,25
1784969100.898758,ok,24093,318,2047,24612,3196,2743,452,0,4079,8188,29
1784969101.961661,ok,24102,318,2047,24612,3197,2743,453,0,3981,8188,32
1784969103.0176423,ok,24111,318,2047,24612,3197,2743,453,0,4296,8188,31
1784969104.0588334,ok,24121,318,2047,24612,3197,2743,453,0,3987,8188,35
1784969105.1199718,ok,24115,318,2047,24612,3196,2743,452,0,4283,8188,20
1784969106.1656117,ok,24117,318,2047,24612,3197,2743,453,0,3979,8188,25
1784969107.2077782,ok,24110,318,2047,24612,3197,2743,453,0,4475,8188,50
1784969108.2502592,ok,24104,318,2047,24612,3197,2743,453,0,3963,8188,27
1784969109.2949483,ok,24120,318,2047,24612,3197,2743,453,0,4467,8188,24
1784969110.3377526,ok,24105,318,2047,24612,3197,2743,453,0,3963,8188,18
1784969111.3835406,ok,24102,318,2047,24612,3197,2743,453,0,4458,8188,33
1784969112.4397829,ok,24123,318,2047,24612,3197,2743,453,0,3978,8188,36
1784969113.4842196,ok,24092,318,2047,24612,3197,2743,453,0,4000,8188,30
1784969114.530243,ok,24117,318,2047,24612,3198,2743,454,0,4301,8188,30
1784969115.578562,ok,24116,318,2047,24612,3197,2743,453,0,3987,8188,35
1784969116.627232,ok,24115,318,2047,24612,3197,2743,453,0,4516,8188,36
1784969117.6718707,ok,24108,318,2047,24612,3197,2743,453,0,3987,8188,35
1784969118.7221115,ok,24119,318,2047,24612,3197,2743,453,0,4400,8188,34
1784969119.7703927,ok,24126,318,2047,24612,3197,2744,453,0,3971,8188,29
1784969120.8214653,ok,24135,318,2047,24612,3198,2744,453,0,4017,8188,32
1784969121.8709147,ok,24124,318,2047,24612,3198,2744,453,0,3987,8188,34
1784969122.9154918,ok,24109,318,2047,24612,3197,2744,452,0,4005,8188,32
1784969123.9553397,ok,24108,318,2047,24612,3198,2744,453,0,4508,8188,34
1784969125.0014625,ok,24117,318,2047,24612,3197,2744,452,0,3979,8188,18
1784969126.0494304,ok,24118,318,2047,24612,3198,2744,453,0,4472,8188,18
1784969127.1078577,ok,24106,318,2047,24612,3198,2744,453,0,3987,8188,31
1784969128.1615229,ok,24110,318,2047,24612,3197,2744,452,0,4251,8188,32
1784969129.2122838,ok,24107,318,2047,24612,3197,2744,452,0,3995,8188,38
1784969130.2574363,ok,24110,318,2047,24612,3196,2744,451,0,4013,8188,33
1784969131.3123164,ok,24108,318,2047,24612,3198,2744,453,0,4515,8188,36
1784969132.358394,ok,24100,318,2047,24612,3195,2744,450,0,3966,8188,54
1784969133.4073653,ok,24085,318,2047,24612,3195,2744,450,0,3993,8188,11
1784969134.4562728,ok,24106,318,2047,24612,3195,2744,450,0,4489,8188,13
1784969135.4993458,ok,24115,318,2047,24612,3195,2744,450,0,3991,8188,20
1784969136.5433521,ok,24124,318,2047,24612,3195,2744,450,0,4303,8188,42
1784969137.5864222,ok,24121,318,2047,24612,3195,2744,450,0,4015,8188,29
1784969138.632141,ok,24124,318,2047,24612,3195,2744,450,0,4533,8188,33
1784969139.6748414,ok,24128,318,2047,24612,3195,2744,450,0,4029,8188,20
1784969140.7192278,ok,24128,318,2047,24612,3195,2744,450,0,4513,8188,29
1784969141.77318,ok,24142,318,2047,24612,3195,2744,450,0,4007,8188,32
1784969142.8221304,ok,24138,318,2047,24612,3195,2745,450,0,4287,8188,50
1784969143.879483,ok,24135,318,2047,24612,3195,2745,450,0,4281,8188,23
1784969144.9269679,ok,24128,318,2047,24612,3195,2745,450,0,4031,8188,25
1784969145.9725246,ok,24133,318,2047,24612,3195,2745,450,0,4355,8188,33
1784969147.0172043,ok,24137,318,2047,24612,3195,2745,450,0,4021,8188,45
1784969148.0614808,ok,24148,318,2047,24612,3195,2745,450,0,4518,8188,19
1784969149.1269486,ok,24143,318,2047,24612,3195,2745,450,0,4013,8188,30
1784969150.1703243,ok,24146,318,2047,24612,3195,2745,450,0,4493,8188,30
1784969151.2238438,ok,24144,318,2047,24612,3195,2745,450,0,4013,8188,30
1784969152.2666059,ok,24126,318,2047,24612,3195,2745,450,0,4051,8188,23
1784969153.3338952,ok,24124,318,2047,24612,3195,2745,450,0,4359,8188,22
1784969154.3752515,ok,24100,318,2047,24612,3195,2745,450,0,4013,8188,30
1784969155.4206157,ok,24099,319,2047,24612,3195,2745,450,0,4534,8188,32
1784969156.4666297,ok,24114,319,2047,24612,3191,2740,450,0,4005,8188,24
1784969157.5309706,ok,24111,319,2047,24612,3195,2745,450,0,4295,8188,23
1784969158.5779314,ok,24134,319,2047,24612,3195,2745,450,0,4005,8188,32
1784969159.6316953,ok,24108,319,2047,24612,3195,2745,450,0,3990,8188,36
1784969160.6849248,ok,24109,319,2047,24612,3195,2745,450,0,3977,8188,23
1784969161.7304547,ok,24130,319,2047,24612,3195,2745,450,0,4502,8188,23
1784969162.7742314,ok,24118,319,2047,24612,3195,2745,450,0,3984,8188,29
1784969163.8274302,ok,24115,319,2047,24612,3195,2745,450,0,4412,8188,50
1784969164.8717687,ok,24120,319,2047,24612,3195,2745,450,0,3984,8188,20
1784969165.9140613,ok,24104,319,2047,24612,3195,2745,450,0,4501,8188,41
1784969166.960205,ok,24132,319,2047,24612,3195,2745,450,0,4017,8188,33
1784969168.0022295,ok,24142,319,2047,24612,3195,2745,450,0,4321,8188,61
1784969169.0432348,ok,24126,319,2047,24612,3195,2745,450,0,4017,8188,22
1784969170.0849972,ok,24101,319,2047,24612,3195,2745,450,0,4197,8188,29
1784969171.1419303,ok,24118,319,2047,24612,3195,2745,450,0,4031,8188,33
1784969172.1878529,ok,24146,319,2047,24612,3195,2745,450,0,4047,8188,31
1784969173.2332664,ok,24107,319,2047,24612,3195,2745,450,0,4558,8188,35
1784969174.2763848,ok,24084,319,2047,24612,3195,2745,450,0,4037,8188,20
1784969175.3203175,ok,24132,319,2047,24612,3195,2745,450,0,4514,8188,31
1784969176.3651564,ok,24133,319,2047,24612,3195,2745,450,0,4013,8188,31
1784969177.4115503,ok,24133,319,2047,24612,3195,2745,450,0,4255,8188,18
1784969178.4546592,ok,24145,319,2047,24612,3195,2745,450,0,3989,8188,19
1784969179.5144155,ok,24136,319,2047,24612,3195,2745,450,0,4003,8188,30
1784969180.5616124,ok,24145,319,2047,24612,3195,2745,450,0,4314,8188,34
1784969181.6057577,ok,24146,319,2047,24612,3195,2745,450,0,3997,8188,20
1784969182.6515005,ok,24143,319,2047,24612,3195,2745,450,0,4518,8188,21
1784969183.6965127,ok,24134,319,2047,24612,3195,2745,450,0,4005,8188,29
1784969184.7448993,ok,24142,319,2047,24612,3195,2745,450,0,4303,8188,30
1784969185.7920573,ok,24147,320,2047,24612,3195,2745,450,0,4013,8188,18
1784969186.8367367,ok,24135,320,2047,24612,3195,2745,450,0,4039,8188,16
1784969187.8830836,ok,24137,320,2047,24612,3195,2745,450,0,4547,8188,26
1784969188.933509,ok,24117,320,2047,24612,3195,2745,450,0,4013,8188,33
1784969189.98395,ok,24122,320,2047,24612,3195,2745,450,0,4494,8188,37
1784969191.0270011,ok,24115,320,2047,24612,3195,2745,450,0,4005,8188,21
1784969192.0715668,ok,24124,320,2047,24612,3195,2745,450,0,4043,8188,32
1784969193.1179376,ok,24097,320,2047,24612,3195,2745,450,0,3990,8188,40
1784969194.160213,ok,24124,320,2047,24612,3215,2748,466,0,3921,8188,37
1784969195.2076337,ok,24161,320,2047,24612,3183,2748,434,0,3915,8188,44
1784969196.2545874,ok,24137,320,2047,24612,3187,2748,438,0,3915,8188,38
1784969197.3025544,ok,24120,320,2047,24612,3187,2748,438,0,4202,8188,13
1784969198.3519778,ok,24137,320,2047,24612,3187,2748,438,0,4463,8188,15
1784969199.404705,ok,24136,320,2047,24612,3187,2748,438,0,4500,8188,20
1784969200.4571233,ok,24130,320,2047,24612,3187,2748,438,0,4248,8188,20
1784969201.5091324,ok,24125,320,2047,24612,3187,2748,438,0,4023,8188,30
1784969202.5550327,ok,24147,320,2047,24612,3187,2748,438,0,4016,8188,30
1784969203.5982943,ok,24122,320,2047,24612,3187,2748,438,0,4028,8188,27
1784969204.6498082,ok,24141,320,2047,24612,3187,2748,438,0,4180,8188,35
1784969205.6931527,ok,24141,320,2047,24612,3189,2748,440,0,4272,8188,33
1784969206.7398188,ok,24170,320,2047,24612,3189,2748,440,0,4187,8188,31
1784969207.792863,ok,24169,320,2047,24612,3189,2748,440,0,4505,8188,29
1784969208.852588,ok,24154,320,2047,24612,3189,2748,440,0,4330,8188,32
1784969209.9014273,ok,24130,320,2047,24612,3189,2748,440,0,4326,8188,32
1784969210.9500906,ok,24132,320,2047,24612,3189,2748,440,0,3989,8188,31
1784969211.9998567,ok,24151,320,2047,24612,3189,2748,440,0,4172,8188,20
1784969213.0569363,ok,24159,320,2047,24612,3189,2748,440,0,4264,8188,16
1784969214.099953,ok,24142,320,2047,24612,3189,2748,440,0,4486,8188,24
1784969215.144376,ok,24153,320,2047,24612,3189,2748,440,0,4506,8188,27
1784969216.193128,ok,24152,320,2047,24612,3189,2748,440,0,4534,8188,33
1784969217.2556102,ok,24146,320,2047,24612,3189,2748,440,0,4527,8188,33
1784969218.305166,ok,24145,320,2047,24612,3189,2748,440,0,4534,8188,18
1784969219.3532581,ok,24167,320,2047,24612,3189,2748,440,0,4541,8188,18
1784969220.4048777,ok,24165,320,2047,24612,3189,2748,440,0,4525,8188,25
1784969221.4815192,ok,24164,320,2047,24612,3189,2748,440,0,4325,8188,28
1784969222.5359945,ok,24163,320,2047,24612,3189,2748,440,0,4022,8188,15
1784969223.581139,ok,24141,320,2047,24612,3189,2748,440,0,4031,8188,16
1784969224.6367872,ok,24159,320,2047,24612,3189,2748,440,0,4040,8188,26
1784969225.687621,ok,24120,320,2047,24612,3189,2748,440,0,4547,8188,37
1784969226.7361147,ok,24145,320,2047,24612,3189,2748,440,0,4026,8188,17
1784969227.785447,ok,24146,320,2047,24612,3189,2748,440,0,4454,8188,18
1784969228.8279753,ok,24136,320,2047,24612,3189,2748,440,0,4015,8188,24
1784969229.878798,ok,24147,320,2047,24612,3189,2748,440,0,4195,8188,50
1784969230.9206512,ok,24148,320,2047,24612,3189,2748,440,0,4029,8188,15
1784969231.9716442,ok,24148,320,2047,24612,3189,2748,440,0,4039,8188,15
1784969233.0178986,ok,24138,320,2047,24612,3189,2748,440,0,4542,8188,25
1784969234.059533,ok,24161,320,2047,24612,3189,2748,440,0,4021,8188,48
1784969235.1010594,ok,24162,320,2047,24612,3189,2748,440,0,4514,8188,15
1784969236.144899,ok,24165,320,2047,24612,3189,2748,440,0,4021,8188,31
1784969237.1973011,ok,24162,320,2047,24612,3189,2748,440,0,4195,8188,31
1784969238.2535567,ok,24165,320,2047,24612,3189,2748,440,0,4029,8188,27
1784969239.2987022,ok,24163,320,2047,24612,3189,2748,440,0,4311,8188,33
1784969240.3439403,ok,24157,320,2047,24612,3189,2748,440,0,4023,8188,32
1784969241.4034452,ok,24143,320,2047,24612,3189,2748,440,0,4311,8188,37
1784969242.454585,ok,24150,320,2047,24612,3189,2748,440,0,3999,8188,33
1784969243.5037494,ok,24161,320,2047,24612,3189,2748,440,0,4195,8188,32
1784969244.554237,ok,24165,320,2047,24612,3189,2748,440,0,4346,8188,33
1784969245.6012824,ok,24167,320,2047,24612,3189,2748,440,0,4029,8188,32
1784969246.6566808,ok,24140,320,2047,24612,3189,2748,440,0,4530,8188,32
1784969247.7107134,ok,24162,320,2047,24612,3189,2748,440,0,4029,8188,31
1784969248.7581751,ok,24149,320,2047,24612,3189,2748,440,0,4296,8188,31
1784969249.8118317,ok,24150,320,2047,24612,3189,2748,440,0,4029,8188,30
1784969250.8589115,ok,24132,320,2047,24612,3189,2748,440,0,4047,8188,43
1784969251.908083,ok,24131,320,2047,24612,3189,2748,440,0,4539,8188,32
1784969252.962073,ok,24123,320,2047,24612,3189,2748,440,0,4029,8188,36
1784969254.0076094,ok,24129,320,2047,24612,3189,2748,440,0,4522,8188,31
1784969255.0580146,ok,24103,320,2047,24612,3189,2748,440,0,4029,8188,29
1784969256.1098976,ok,24136,320,2047,24612,3189,2748,440,0,4287,8188,35
1784969257.157152,ok,24139,320,2047,24612,3189,2748,440,0,3998,8188,25
1784969258.2023253,ok,24118,320,2047,24612,3189,2748,440,0,4036,8188,10
1784969259.2515333,ok,24129,320,2047,24612,3189,2748,440,0,4289,8188,17
1784969260.30285,ok,24123,320,2047,24612,3189,2748,440,0,4481,8188,21
1784969261.363361,ok,24144,320,2047,24612,3189,2748,440,0,4505,8188,51
1784969262.4135785,ok,24149,320,2047,24612,3189,2748,440,0,4021,8188,38
1784969263.4627528,ok,24156,320,2047,24612,3189,2748,440,0,4531,8188,37
1784969264.5129027,ok,24152,320,2047,24612,3189,2748,440,0,4010,8188,15
1784969265.5713186,ok,24168,320,2047,24612,3189,2748,440,0,4524,8188,14
1784969266.6334882,ok,24169,320,2047,24612,3189,2748,440,0,4352,8188,37
1784969267.679191,ok,24166,320,2047,24612,3189,2748,440,0,4023,8188,15
1784969268.731433,ok,24167,320,2047,24612,3189,2748,440,0,4044,8188,14
1784969269.7833004,ok,24172,320,2047,24612,3189,2748,440,0,4040,8188,19
1784969270.8309672,ok,24164,320,2047,24612,3189,2748,440,0,4296,8188,22
1784969271.8811376,ok,24167,320,2047,24612,3189,2748,440,0,4506,8188,31
1784969272.9329712,ok,24158,320,2047,24612,3189,2748,440,0,4005,8188,43
1784969273.9848926,ok,24147,320,2047,24612,3189,2748,440,0,3996,8188,38
1784969275.0356252,ok,24157,320,2047,24612,3189,2748,440,0,4292,8188,40
1784969276.0770338,ok,24142,320,2047,24612,3189,2748,440,0,4502,8188,37
1784969277.122294,ok,24151,320,2047,24612,3189,2748,440,0,4001,8188,15
1784969278.1804776,ok,24143,320,2047,24612,3189,2748,440,0,4189,8188,17
1784969279.2386003,ok,24126,320,2047,24612,3189,2748,440,0,4348,8188,27
1784969280.2899375,ok,24168,320,2047,24612,3184,2743,440,0,4024,8188,30
1784969281.3403075,ok,24156,320,2047,24612,3189,2748,440,0,4534,8188,41
1784969282.3895118,ok,24159,320,2047,24612,3189,2748,440,0,4005,8188,38
1784969283.431704,ok,24153,320,2047,24612,3189,2748,440,0,4502,8188,20
1784969284.4812224,ok,24159,320,2047,24612,3190,2749,440,0,4021,8188,15
1784969285.5388696,ok,24151,320,2047,24612,3190,2749,440,0,4279,8188,31
1784969286.5823467,ok,24161,320,2047,24612,3190,2749,440,0,4021,8188,25
1784969287.6324327,ok,24165,320,2047,24612,3190,2749,440,0,4043,8188,47
1784969288.6849978,ok,24136,320,2047,24612,3190,2749,440,0,4354,8188,40
1784969289.7334368,ok,24143,320,2047,24612,3190,2749,440,0,4045,8188,45
1784969290.777863,ok,24142,320,2047,24612,3190,2749,440,0,4542,8188,34
1784969291.820859,ok,24133,320,2047,24612,3190,2749,440,0,4029,8188,14
1784969292.8720045,ok,24120,320,2047,24612,3190,2749,440,0,4467,8188,15
1784969293.9159038,ok,24135,320,2047,24612,3190,2749,440,0,4029,8188,24
1784969294.9712968,ok,24166,320,2047,24612,3190,2749,440,0,4075,8188,29
1784969296.0248759,ok,24123,320,2047,24612,3190,2749,440,0,4045,8188,35
1784969297.0715027,ok,24116,320,2047,24612,3190,2749,440,0,4067,8188,37
1784969298.11781,ok,24150,320,2047,24612,3190,2749,440,0,4023,8188,37
1784969299.1629968,ok,24152,320,2047,24612,3190,2749,440,0,4047,8188,46
1784969300.2132475,ok,24143,320,2047,24612,3190,2749,440,0,4550,8188,24
1784969301.2680013,ok,24153,320,2047,24612,3190,2749,440,0,4045,8188,19
1784969302.3280323,ok,24152,320,2047,24612,3190,2749,440,0,4517,8188,37
1784969303.389109,ok,24150,320,2047,24612,3190,2749,440,0,4029,8188,36
1784969304.4437363,ok,24163,320,2047,24612,3190,2749,440,0,4195,8188,36
1784969305.5089614,ok,24162,320,2047,24612,3190,2749,440,0,4355,8188,35
1784969306.554325,ok,24165,320,2047,24612,3190,2749,440,0,4045,8188,14
1784969307.601206,ok,24157,320,2047,24612,3190,2749,440,0,4566,8188,27
1784969308.646496,ok,24138,320,2047,24612,3190,2749,440,0,4037,8188,41
1784969309.700454,ok,24122,320,2047,24612,3190,2749,440,0,4510,8188,37
1784969310.7528577,ok,24153,320,2047,24612,3190,2749,440,0,4021,8188,36
1784969311.7998743,ok,24153,320,2047,24612,3190,2749,440,0,4203,8188,38
1784969312.851455,ok,24127,320,2047,24612,3190,2749,440,0,4037,8188,35
1784969313.901589,ok,24108,320,2047,24612,3190,2749,440,0,4039,8188,14
1784969314.9479308,ok,24114,320,2047,24612,3190,2749,440,0,4566,8188,14
1784969315.996401,ok,24134,320,2047,24612,3190,2749,440,0,4029,8188,24
1784969317.0462677,ok,24148,320,2047,24612,3190,2749,440,0,4549,8188,43
1784969318.09627,ok,24156,320,2047,24612,3190,2749,440,0,4013,8188,31
1784969319.1437817,ok,24145,320,2047,24612,3191,2749,441,0,3962,8188,34
1784969320.203885,ok,24176,320,2047,24612,3159,2749,409,0,3923,8188,32
1784969321.2597182,ok,24175,320,2047,24612,3159,2749,409,0,3923,8188,39
1784969322.3002913,ok,24159,320,2047,24612,3159,2749,409,0,4219,8188,15
1784969323.3438163,ok,24158,320,2047,24612,3159,2749,409,0,4462,8188,15
1784969324.4039788,ok,24174,320,2047,24612,3159,2749,409,0,4487,8188,43
1784969325.450467,ok,24181,320,2047,24612,3159,2749,409,0,4504,8188,28
1784969326.5132406,ok,24184,320,2047,24612,3159,2749,409,0,4550,8188,31
1784969327.5601997,ok,24160,320,2047,24612,3159,2749,409,0,4351,8188,43
1784969328.6056082,ok,24184,320,2047,24612,3159,2749,409,0,4037,8188,18
1784969329.6563852,ok,24179,320,2047,24612,3159,2749,409,0,4055,8188,24
1784969330.7172587,ok,24189,320,2047,24612,3159,2749,409,0,4327,8188,28
1784969331.7637947,ok,24162,320,2047,24612,3159,2749,409,0,4467,8188,17
1784969332.8071365,ok,24169,320,2047,24612,3159,2749,409,0,4521,8188,12
1784969333.8538992,ok,24186,320,2047,24612,3159,2749,409,0,4534,8188,24
1784969334.8995905,ok,24176,320,2047,24612,3159,2749,409,0,4326,8188,31
1784969335.9476802,ok,24183,320,2047,24612,3159,2750,409,0,4343,8188,16
1784969336.9941616,ok,24186,320,2047,24612,3159,2750,409,0,4021,8188,15
1784969338.0379903,ok,24189,320,2047,24612,3159,2750,409,0,4047,8188,22
1784969339.0987794,ok,24168,320,2047,24612,3160,2750,409,0,4118,8188,27
1784969340.141481,ok,24195,320,2047,24612,3160,2750,409,0,4050,8188,17
1784969341.1872392,ok,24189,320,2047,24612,3160,2750,409,0,4350,8188,16
1784969342.229593,ok,24193,320,2047,24612,3160,2750,409,0,4025,8188,18
1784969343.2715993,ok,24175,320,2047,24612,3160,2750,409,0,4515,8188,18
1784969344.3171835,ok,24192,320,2047,24612,3160,2750,409,0,4023,8188,26
1784969345.3612688,ok,24181,320,2047,24612,3160,2750,409,0,4452,8188,32
1784969346.4086993,ok,24164,320,2047,24612,3160,2750,409,0,4021,8188,54
1784969347.455836,ok,24168,320,2047,24612,3160,2750,409,0,4187,8188,17
1784969348.5010211,ok,24164,320,2047,24612,3160,2750,409,0,4021,8188,15
1784969349.5549192,ok,24169,320,2047,24612,3160,2750,409,0,4038,8188,25
1784969350.5993614,ok,24175,320,2047,24612,3160,2750,409,0,4541,8188,40
1784969351.6425135,ok,24152,320,2047,24612,3160,2750,409,0,4020,8188,36
1784969352.7010021,ok,24134,320,2047,24612,3160,2750,409,0,4312,8188,36
1784969353.759466,ok,24142,320,2047,24612,3160,2750,409,0,4029,8188,34
1784969354.8196485,ok,24178,320,2047,24612,3160,2750,409,0,4055,8188,43
1784969355.8665087,ok,24164,320,2047,24612,3160,2750,409,0,4579,8188,33
1784969356.9154363,ok,24157,320,2047,24612,3160,2750,409,0,4045,8188,44
1784969357.960784,ok,24162,320,2047,24612,3160,2750,409,0,4023,8188,32
1784969359.017631,ok,24164,320,2047,24612,3160,2750,409,0,4303,8188,31
1784969360.0841064,ok,24141,320,2047,24612,3160,2750,409,0,4341,8188,35
1784969361.1447167,ok,24149,320,2047,24612,3160,2750,409,0,4037,8188,33
1784969362.1971014,ok,24183,320,2047,24612,3160,2750,409,0,4533,8188,31
1784969363.2508433,ok,24198,320,2047,24612,3160,2750,409,0,4023,8188,34
1784969364.2954872,ok,24202,320,2047,24612,3160,2750,409,0,4510,8188,33
1784969365.3429694,ok,24202,320,2047,24612,3160,2750,409,0,4029,8188,33
1784969366.3968372,ok,24182,320,2047,24612,3160,2750,409,0,4311,8188,30
1784969367.453079,ok,24181,320,2047,24612,3160,2750,409,0,4029,8188,34
1784969368.500605,ok,24186,320,2047,24612,3160,2750,409,0,4287,8188,34
1784969369.5529761,ok,24185,320,2047,24612,3160,2750,409,0,4015,8188,34
1784969370.605499,ok,24172,320,2047,24612,3160,2750,409,0,4195,8188,37
1784969371.662935,ok,24171,320,2047,24612,3160,2750,409,0,4350,8188,34
1784969372.7218726,ok,24197,320,2047,24612,3160,2750,409,0,4045,8188,30
1784969373.77773,ok,24192,320,2047,24612,3160,2750,409,0,4566,8188,55
